TITLE,lat,long
Grassy Narrows Lodge,49.01477,94.294498
U.S. Virgin Islands, 18.32687403383171, -64.82243040179281
Long Beach,33.77623923322386, -118.19575285719075
Paris,48.970606091606165, 2.2615622987359454
Leiden,52.18537861272845, 4.509593975452323
Quebec,45.695711906489706, -73.837883903834
Bern,7.44046001376,46.94842997290
Lucerne,8.30437000217,47.04953997880
Interlaken,7.85349002021,46.68450003050
Jungfrau,7.96223000738,46.53678000050
Zermatt,7.74841003901,46.02415998230

